shift,MAE,RMSE,R2,mean_error,overestimation_share,max_overestimation,near_failure_MAE,warning_zone_MAE,candidate_hash
1.5,15.215898352782942,21.36067411294295,0.7357771550559746,2.97319214608289,0.57,66.98780536670091,2.8010947429285675,11.425354702699604,2898e0487ceb31f75d24456842d49660
2.0,15.15108801647388,21.296835596239838,0.737354108026878,2.47319214608289,0.56,66.48780536670091,2.7218533976923207,11.27829587917019,2898e0487ceb31f75d24456842d49660
2.5,15.103537785893145,21.24457611408581,0.7386415197376888,1.97319214608289,0.54,65.98780536670091,2.7116524753693825,11.13123705564078,2898e0487ceb31f75d24456842d49660
3.0,15.07372658538719,21.20398127996491,0.7396393901884065,1.4731921460828903,0.52,65.48780536670091,2.7724076733455614,10.984178232111368,2898e0487ceb31f75d24456842d49660
3.5,15.058893498213301,21.175118180898533,0.7403477193790314,0.9731921460828898,0.51,64.98780536670091,2.8930753246500087,10.837119408581955,2898e0487ceb31f75d24456842d49660
4.0,15.05724993000953,21.158034829088848,0.7407665073095636,0.47319214608289,0.49,64.48780536670091,3.0369880429687366,10.733462068679279,2898e0487ceb31f75d24456842d49660
4.5,15.074587988723287,21.152759765166667,0.740895753980003,-0.02680785391711009,0.47,63.98780536670091,3.2390719497694325,10.645226774561632,2898e0487ceb31f75d24456842d49660
5.0,15.10494483257541,21.15930182063602,0.7407354593903495,-0.5268078539171102,0.46,63.48780536670091,3.46049932517792,10.556991480443983,2898e0487ceb31f75d24456842d49660
5.5,15.151940286940837,21.17765004410754,0.7402856235406031,-1.0268078539171102,0.44,62.98780536670091,3.746680942047572,10.47140354013819,2898e0487ceb31f75d24456842d49660
6.0,15.219781514093576,21.20595800473818,0.73959084409227,-1.5216155991042726,0.42,62.48780536670091,4.046705686575478,10.441991775432308,2898e0487ceb31f75d24456842d49660
6.5,15.289781514093576,21.243570097745426,0.7386662719073729,-2.011615599104273,0.42,61.98780536670091,4.346705686575478,10.412580010726426,2898e0487ceb31f75d24456842d49660
7.0,15.368220038990403,21.292625157479478,0.7374579492875848,-2.501615599104272,0.41,61.48780536670091,4.646705686575478,10.43280662776659,2898e0487ceb31f75d24456842d49660
7.5,15.464188496068209,21.352358525127514,0.7359828358866323,-2.9898056296355975,0.38,60.98780536670091,4.990041045706135,10.462218392472472,2898e0487ceb31f75d24456842d49660
8.0,15.580189323273073,21.422080202800593,0.734255834826659,-3.4748056296355974,0.36,60.48780536670091,5.37517481298023,10.491630157178355,2898e0487ceb31f75d24456842d49660
8.5,15.70876095327898,21.502856225275206,0.7322479787443958,-3.9598056296355977,0.34,59.98780536670091,5.77517481298023,10.526375933822045,2898e0487ceb31f75d24456842d49660
9.0,15.866285630404287,21.593771473012158,0.7299790520206774,-4.442698075426565,0.31,59.48780536670091,6.182286263052995,10.614611227939692,2898e0487ceb31f75d24456842d49660
9.5,16.040815935019804,21.694323324411386,0.7274584806495522,-4.922698075426564,0.3,58.98780536670091,6.602286263052995,10.702846522057339,2898e0487ceb31f75d24456842d49660
10.0,16.218221103174333,21.80445303039653,0.724684381522051,-5.400103243581096,0.3,58.48780536670091,7.011906935671118,10.791081816174986,2898e0487ceb31f75d24456842d49660
10.5,16.39242019833948,21.9236697376709,0.7216655532262153,-5.874302338746244,0.3,57.98780536670091,7.4087033163317075,10.879317110292632,2898e0487ceb31f75d24456842d49660
11.0,16.56257762884953,22.051226657608257,0.7184173042914108,-6.344302338746243,0.29,57.48780536670091,7.788703316331707,10.968478466234124,2898e0487ceb31f75d24456842d49660
11.5,16.75125337532681,22.188643479130473,0.714896886572119,-6.814302338746244,0.28,56.98780536670091,8.168703316331708,11.166571092571061,2898e0487ceb31f75d24456842d49660
12.0,16.949599730909153,22.335738218888253,0.7111043000683401,-7.284302338746244,0.26,56.48780536670091,8.548703316331707,11.372453445512239,2898e0487ceb31f75d24456842d49660
12.5,17.170524390386646,22.49074630681417,0.7070805639073875,-7.750821196310699,0.24,55.98780536670091,8.914778746589532,11.578335798453415,2898e0487ceb31f75d24456842d49660
13.0,17.395524390386644,22.65429298463728,0.7028050116616877,-8.2158211963107,0.24,55.48780536670091,9.274778746589531,11.784218151394592,2898e0487ceb31f75d24456842d49660
13.5,17.626244007615284,22.825516350959074,0.6982955767546662,-8.67807745403661,0.23,54.98780536670091,9.623803777493178,12.039884971998887,2898e0487ceb31f75d24456842d49660
14.0,17.856244007615285,23.004396843689175,0.6935482134019055,-9.138077454036612,0.23,54.48780536670091,9.963803777493178,12.304590854351828,2898e0487ceb31f75d24456842d49660
14.5,18.086594580399233,23.191816479007702,0.6885344720898594,-9.598077454036613,0.22,53.98780536670091,10.30380377749318,12.571358929551527,2898e0487ceb31f75d24456842d49660
15.0,18.32703048703308,23.387569968896077,0.683254352818528,-10.058077454036612,0.21,53.48780536670091,10.64380377749318,12.894888341316234,2898e0487ceb31f75d24456842d49660
15.5,18.573460933068315,23.588245188355476,0.6777954102232298,-10.514507900071845,0.21,52.98780536670091,10.9695255616341,13.21841775308094,2898e0487ceb31f75d24456842d49660
16.0,18.822370299651748,23.7955314915647,0.6721076571351725,-10.969507900071845,0.2,52.48780536670091,11.2895255616341,13.541947164845645,2898e0487ceb31f75d24456842d49660
